date,province,x,y
2020-03-01,Albacete,-1.4846942,-94.53537
2020-03-02,Albacete,-1.6552771,-88.9177
2020-03-03,Albacete,0.31973565,-84.46273
2020-03-04,Albacete,6.6168838,-83.38671
2020-03-05,Albacete,18.43698,-62.207165
2020-03-06,Albacete,17.027578,-60.223682
2020-03-07,Albacete,12.136538,-61.398193
2020-03-08,Albacete,7.646031,-55.61026
2020-03-09,Albacete,-4.592379,-55.035023
2020-03-10,Albacete,-38.278114,-58.122826
2020-03-11,Albacete,-48.761215,-42.442776
2020-03-12,Albacete,-49.509575,-25.48737
2020-03-13,Albacete,-35.40496,-3.316183
2020-03-14,Albacete,-27.982544,4.978037
2020-03-15,Albacete,-13.609145,-19.47145
2020-03-16,Albacete,-8.865834,-24.919775
2020-03-17,Albacete,-9.366147,-25.496777
2020-03-18,Albacete,-14.345383,-22.55172
2020-03-19,Albacete,-55.071354,-2.0513935
2020-03-20,Albacete,-60.567482,-13.163513
2020-03-21,Albacete,-61.28086,-24.387201
2020-03-22,Albacete,-61.846733,-31.76719
2020-03-23,Albacete,-61.456028,-37.24341
2020-03-24,Albacete,-61.229294,-41.315994
2020-03-25,Albacete,-78.2133,-30.096928
2020-03-26,Albacete,-77.9445,-30.22252
2020-03-27,Albacete,-82.4822,-21.695164
2020-03-28,Albacete,-83.96289,-16.993206
2020-03-29,Albacete,-84.64551,-14.409085
2020-03-30,Albacete,-84.23953,-9.491597
2020-03-31,Albacete,-84.199165,-5.7932878
2020-04-01,Albacete,-40.119328,53.51109
2020-04-02,Albacete,-38.549217,56.93015
2020-04-03,Albacete,-34.393147,59.504406
2020-04-04,Albacete,-32.938263,60.480885
2020-04-05,Albacete,-28.50057,62.38945
2020-04-06,Albacete,-26.71418,64.29428
2020-04-07,Albacete,-26.209045,64.84404
2020-04-08,Albacete,-25.317778,65.81735
2020-04-09,Albacete,-21.231094,67.30363
2020-04-10,Albacete,-15.672175,69.99953
2020-04-11,Albacete,-13.976416,70.758316
2020-04-12,Albacete,-10.503113,71.925865
2020-04-13,Albacete,-8.234583,72.15373
2020-04-14,Albacete,-7.818173,72.02449
2020-04-15,Albacete,-7.382595,71.99712
2020-04-16,Albacete,-7.1019163,71.47427
2020-04-17,Albacete,-9.3239565,69.58799
2020-04-18,Albacete,-7.5310073,70.247475
2020-04-19,Albacete,-5.6598454,70.22824
2020-04-20,Albacete,-5.6278176,69.882454
2020-04-21,Albacete,-5.1107645,69.80313
2020-04-22,Albacete,-4.6358933,69.61429
2020-04-23,Albacete,-4.499812,69.48771
2020-04-24,Albacete,-1.7450557,68.91835
2020-04-25,Albacete,-1.1920362,68.765686
2020-04-26,Albacete,-1.0157183,68.78198
2020-04-27,Albacete,-1.1671636,68.65874
2020-04-28,Albacete,-1.7919078,68.67521
2020-04-29,Albacete,-1.3516477,68.5301
2020-04-30,Albacete,-1.150632,68.37019
2020-05-01,Albacete,1.0773953,68.74134
2020-05-02,Albacete,1.6036198,68.42051
2020-05-03,Albacete,1.5156652,68.14599
2020-05-04,Albacete,-1.1104716,67.86258
2020-05-05,Albacete,0.73179764,65.48568
2020-05-06,Albacete,-3.2877727,67.46188
2020-05-07,Albacete,-2.4674284,66.33621
2020-05-08,Albacete,-3.758428,64.77532
2020-05-09,Albacete,-3.717824,64.71699
2020-05-10,Albacete,-3.0826104,64.57976
2020-05-11,Albacete,-3.0779042,64.550064
2020-05-12,Albacete,-3.963606,64.96124
2020-05-13,Albacete,0.6890163,63.655075
2020-05-14,Albacete,-2.621082,64.526375
2020-05-15,Albacete,-3.249679,64.737656
2020-05-16,Albacete,-3.979627,65.00551
2020-05-17,Albacete,-3.854872,64.836586
2020-05-18,Albacete,-3.2008147,63.779457
2020-05-19,Albacete,-3.0981572,62.044437
2020-05-20,Albacete,-4.2188883,61.64094
2020-05-21,Albacete,-3.3443756,60.900208
2020-05-22,Albacete,-6.943828,-73.80247
2020-05-23,Albacete,-7.632422,-74.41943
2020-05-24,Albacete,-7.024214,-75.00557
2020-05-25,Albacete,-7.2520103,-74.85169
2020-05-26,Albacete,-7.2133317,-74.81347
2020-05-27,Albacete,-7.97287,-74.78227
2020-05-28,Albacete,-7.088426,-75.15541
2020-05-29,Albacete,-10.672946,-74.931786
2020-05-30,Albacete,-11.382651,-75.32295
2020-05-31,Albacete,-11.599512,-75.660545
2020-06-01,Albacete,-13.080714,-77.69905
2020-06-02,Albacete,-13.565031,-78.40685
2020-06-03,Albacete,-12.154219,-79.042564
2020-06-04,Albacete,-11.915833,-79.05327
2020-06-05,Albacete,-11.13615,-79.333496
2020-06-06,Albacete,-13.45596,-80.52676
2020-06-07,Albacete,-12.637032,-80.37869
2020-06-08,Albacete,-11.508298,-80.42499
2020-06-09,Albacete,-13.6313715,-81.43752
2020-06-10,Albacete,-16.195103,-82.7887
2020-06-11,Albacete,-23.358688,-80.97277
2020-06-12,Albacete,-25.256733,-81.66351
2020-06-13,Albacete,-26.000935,-81.92191
2020-06-14,Albacete,-26.080065,-82.08191
2020-06-15,Albacete,-26.989038,-82.24103
2020-06-16,Albacete,-26.950333,-82.243225
2020-06-17,Albacete,-26.968235,-82.19279
2020-06-18,Albacete,-23.957516,-88.140366
2020-06-19,Albacete,-23.88526,-88.43215
2020-06-20,Albacete,-23.992062,-88.56915
2020-06-21,Albacete,-23.339136,-88.4651
2020-06-22,Albacete,-23.134296,-88.4492
2020-06-23,Albacete,-22.632544,-88.2772
2020-06-24,Albacete,-16.933376,-84.22128
2020-06-25,Albacete,-15.820843,-84.01649
2020-06-26,Albacete,-14.263673,-83.90992
2020-06-27,Albacete,-10.097426,-83.22115
2020-06-28,Albacete,-10.032324,-83.16965
2020-06-29,Albacete,-9.441802,-82.90634
2020-06-30,Albacete,-8.925979,-82.38446
2020-07-01,Albacete,-10.136934,-83.42735
2020-07-02,Albacete,-13.96125,-84.14665
2020-07-03,Albacete,-13.623544,-84.24745
2020-07-04,Albacete,-13.908469,-84.17742
2020-07-05,Albacete,-15.975397,-84.01912
2020-07-06,Albacete,-14.329183,-83.960846
2020-07-07,Albacete,-13.853741,-84.152245
2020-07-08,Albacete,-9.626369,-83.315445
2020-07-09,Albacete,-3.3990026,-82.94496
2020-07-10,Albacete,-2.53168,-82.58586
2020-07-11,Albacete,-0.20955199,-81.63394
2020-07-12,Albacete,1.3815217,-80.8635
2020-07-13,Albacete,2.8496962,-79.490326
2020-07-14,Albacete,3.8740747,-78.38126
2020-07-15,Albacete,5.9516277,-76.869194
2020-07-16,Albacete,7.493734,-75.72181
2020-07-17,Albacete,10.796015,-72.158455
2020-07-18,Albacete,11.137024,-71.68123
2020-07-19,Albacete,12.1262045,-69.41662
2020-07-20,Albacete,11.814451,-65.34811
2020-07-21,Albacete,11.500203,-64.302635
2020-07-22,Albacete,10.7007885,-63.314888
2020-07-23,Albacete,10.542685,-63.223698
2020-07-24,Albacete,8.785758,-61.728725
2020-07-25,Albacete,6.9522576,-60.694553
2020-07-26,Albacete,5.986642,-60.300854
2020-07-27,Albacete,3.3578093,-58.831207
2020-07-28,Albacete,-1.3481992,-58.69265
2020-07-29,Albacete,-5.126902,-57.867104
2020-07-30,Albacete,-27.834513,-62.80365
2020-07-31,Albacete,-29.696543,-62.230446
2020-08-01,Albacete,-33.433838,-60.98068
2020-08-02,Albacete,-36.102215,-60.467125
2020-08-03,Albacete,-39.403816,-59.067757
2020-08-04,Albacete,-44.244972,-56.275185
2020-08-05,Albacete,-51.13983,-51.010674
2020-08-06,Albacete,-51.62397,-46.7574
2020-08-07,Albacete,-52.45645,-40.78517
2020-08-08,Albacete,-52.599,-37.487812
2020-08-09,Albacete,-53.311066,-33.662323
2020-08-10,Albacete,-52.11827,-24.780914
2020-08-11,Albacete,-48.84379,-16.966183
2020-08-12,Albacete,-45.360405,-12.13285
2020-08-13,Albacete,-39.191452,-5.029739
2020-08-14,Albacete,-35.059895,1.5342082
2020-08-15,Albacete,-29.725277,2.818964
2020-08-16,Albacete,-15.0165825,-18.418476
2020-08-17,Albacete,-11.47799,-22.903208
2020-08-18,Albacete,-7.3900294,-26.8351
2020-08-19,Albacete,-2.3120263,-31.932184
2020-08-20,Albacete,1.9028462,-33.484974
2020-08-21,Albacete,9.474163,-35.46636
2020-08-22,Albacete,12.443132,-36.234436
2020-08-23,Albacete,15.801003,-36.95177
2020-08-24,Albacete,17.906162,-37.182396
2020-08-25,Albacete,22.456217,-37.60607
2020-08-26,Albacete,27.374865,-37.928043
2020-08-27,Albacete,32.939888,-37.759247
2020-08-28,Albacete,33.548134,-37.636723
2020-08-29,Albacete,34.695614,-37.457756
2020-08-30,Albacete,35.70231,-37.18582
2020-08-31,Albacete,38.45625,-35.24093
2020-09-01,Albacete,43.15434,-30.805422
2020-09-02,Albacete,44.697834,-26.803762
2020-09-03,Albacete,44.98309,-25.237425
2020-09-04,Albacete,55.019035,-6.5075793
2020-09-05,Albacete,51.716885,-3.5527558
2020-09-06,Albacete,51.634827,-3.2500682
2020-09-07,Albacete,51.426315,-0.5353857
2020-09-08,Albacete,51.549084,-0.6171342
2020-09-09,Albacete,50.64675,1.0172361
2020-09-10,Albacete,46.16133,39.45147
2020-09-11,Albacete,44.912567,40.98075
2020-09-12,Albacete,41.15984,46.05086
2020-09-13,Albacete,36.99148,48.174213
2020-09-14,Albacete,34.700882,49.793118
2020-09-15,Albacete,31.697388,52.426144
2020-09-16,Albacete,31.028631,52.94253
2020-09-17,Albacete,32.190296,52.094738
2020-09-18,Albacete,27.728752,55.206913
2020-09-19,Albacete,31.912247,52.286274
2020-09-20,Albacete,34.933266,49.35388
2020-09-21,Albacete,36.947105,47.989677
2020-09-22,Albacete,35.96895,48.626556
2020-09-23,Albacete,37.58238,47.6689
2020-09-24,Albacete,35.35929,49.045166
2020-09-25,Albacete,37.14421,47.87891
2020-09-26,Albacete,37.33177,47.7898
2020-09-27,Albacete,38.233875,47.436974
2020-09-28,Albacete,41.21237,45.813694
2020-09-29,Albacete,45.140163,40.00447
2020-09-30,Albacete,45.2269,40.04205
2020-10-01,Albacete,51.212494,-0.28077117
2020-10-02,Albacete,57.218513,-9.808153
2020-10-03,Albacete,44.74803,-25.247005
2020-10-04,Albacete,43.73314,-27.779148
2020-10-05,Albacete,43.84927,-27.45129
2020-10-06,Albacete,57.403103,-10.215538
2020-10-07,Albacete,57.110065,-9.247387
2020-10-08,Albacete,51.510277,-4.501332
2020-10-09,Albacete,46.58711,38.501244
2020-10-10,Albacete,41.9446,44.613174
2020-10-11,Albacete,35.269238,48.922024
2020-10-12,Albacete,31.85103,52.422
2020-10-13,Albacete,30.853426,53.19897
2020-10-14,Albacete,23.494787,56.823807
2020-10-15,Albacete,16.318197,54.986607
2020-10-16,Albacete,16.42923,55.0069
2020-10-17,Albacete,22.8823,56.7684
2020-10-18,Albacete,15.3370075,54.97151
2020-10-19,Albacete,10.718485,53.387573
2020-10-20,Albacete,4.9616027,52.099957
2020-10-21,Albacete,2.2599742,52.09039
2020-10-22,Albacete,-8.063244,50.84214
2020-10-23,Albacete,-13.266251,49.807735
2020-10-24,Albacete,-15.486938,48.920826
2020-10-25,Albacete,-15.536563,48.90484
2020-10-26,Albacete,-16.714354,48.49929
2020-10-27,Albacete,-18.502176,47.62948
2020-10-28,Albacete,-17.80628,47.945408
2020-10-29,Albacete,-17.641052,48.030308
2020-10-30,Albacete,-13.633078,49.686077
2020-10-31,Albacete,-8.412701,50.802486
2020-11-01,Albacete,2.5871847,52.101376
2020-11-02,Albacete,2.8632624,52.082714
2020-11-03,Albacete,6.2370133,52.297817
2020-11-04,Albacete,9.828168,53.11778
2020-11-05,Albacete,16.260048,54.94369
2020-11-06,Albacete,23.99258,56.74577
2020-11-07,Albacete,27.27519,55.593437
2020-11-08,Albacete,32.294746,52.163662
2020-11-09,Albacete,35.43402,49.14366
2020-11-10,Albacete,39.636772,46.990532
2020-11-11,Albacete,43.395992,42.949856
2020-11-12,Albacete,45.52603,40.018723
2020-11-13,Albacete,46.49758,38.952827
2020-11-14,Albacete,50.24621,1.3782573
2020-11-15,Albacete,51.57069,-1.3208632
2020-11-16,Albacete,51.661556,-3.519387
2020-11-17,Albacete,55.535755,-6.8562584
2020-11-18,Albacete,57.149075,-9.576695
2020-11-19,Albacete,44.371635,-25.908802
2020-11-20,Albacete,38.78001,-33.532043
2020-11-21,Albacete,32.228962,-36.829823
2020-11-22,Albacete,27.988495,-36.88849
2020-11-23,Albacete,21.73335,-36.0769
2020-11-24,Albacete,17.9907,-36.26719
2020-11-25,Albacete,11.61043,-34.87258
2020-11-26,Albacete,3.1870823,-32.575027
2020-11-27,Albacete,0.39352247,-32.23401
2020-11-28,Albacete,-3.4090805,-30.07878
2020-11-29,Albacete,-8.505688,-23.94433
2020-11-30,Albacete,-11.430201,-21.960512
2020-03-01,Alicante/Alacant,62.575706,44.92953
2020-03-02,Alicante/Alacant,62.724747,44.50752
2020-03-03,Alicante/Alacant,62.865566,44.148193
2020-03-04,Alicante/Alacant,63.04585,43.289505
2020-03-05,Alicante/Alacant,63.016518,42.393974
2020-03-06,Alicante/Alacant,62.935238,41.592133
2020-03-07,Alicante/Alacant,62.663902,40.356937
2020-03-08,Alicante/Alacant,62.514942,39.85681
2020-03-09,Alicante/Alacant,56.67455,24.745783
2020-03-10,Alicante/Alacant,55.005386,23.7271
2020-03-11,Alicante/Alacant,49.12279,20.57628
2020-03-12,Alicante/Alacant,44.314922,17.031103
2020-03-13,Alicante/Alacant,40.87678,15.52455
2020-03-14,Alicante/Alacant,38.742374,14.733161
2020-03-15,Alicante/Alacant,37.932034,14.29055
2020-03-16,Alicante/Alacant,36.046432,13.542446
2020-03-17,Alicante/Alacant,37.171337,11.697486
2020-03-18,Alicante/Alacant,38.71364,11.091405
2020-03-19,Alicante/Alacant,9.336594,-1.5273856
2020-03-20,Alicante/Alacant,2.346604,-0.5271731
2020-03-21,Alicante/Alacant,-0.407957,2.1563249
2020-03-22,Alicante/Alacant,-0.8571436,4.681562
2020-03-23,Alicante/Alacant,-1.3485135,6.0097
2020-03-24,Alicante/Alacant,3.558356,7.6008854
2020-03-25,Alicante/Alacant,4.204102,8.297073
2020-03-26,Alicante/Alacant,3.772142,8.289497
2020-03-27,Alicante/Alacant,59.93626,12.032104
2020-03-28,Alicante/Alacant,60.793037,12.156495
2020-03-29,Alicante/Alacant,62.313732,12.66373
2020-03-30,Alicante/Alacant,64.36616,8.5530815
2020-03-31,Alicante/Alacant,65.76556,6.4511294
2020-04-01,Alicante/Alacant,67.58709,2.8175786
2020-04-02,Alicante/Alacant,69.02894,0.52919036
2020-04-03,Alicante/Alacant,70.48013,-0.56961614
2020-04-04,Alicante/Alacant,71.13586,-0.97617716
2020-04-05,Alicante/Alacant,72.38302,-1.4288129
2020-04-06,Alicante/Alacant,73.52948,-1.7153068
2020-04-07,Alicante/Alacant,74.270294,-1.9290208
2020-04-08,Alicante/Alacant,74.46386,-1.9294605
2020-04-09,Alicante/Alacant,75.08931,-2.382624
2020-04-10,Alicante/Alacant,76.05141,-3.7973986
2020-04-11,Alicante/Alacant,76.48738,-3.9897444
2020-04-12,Alicante/Alacant,76.81909,-4.2224975
2020-04-13,Alicante/Alacant,79.01875,-11.829454
2020-04-14,Alicante/Alacant,79.06034,-11.322531
2020-04-15,Alicante/Alacant,82.80473,-2.132003
2020-04-16,Alicante/Alacant,83.10277,-1.7540543
2020-04-17,Alicante/Alacant,82.73357,-0.17270024
2020-04-18,Alicante/Alacant,82.89918,-0.22776736
2020-04-19,Alicante/Alacant,83.137276,-0.1316294
2020-04-20,Alicante/Alacant,82.87626,1.580988
2020-04-21,Alicante/Alacant,83.035545,1.646633
2020-04-22,Alicante/Alacant,83.35793,1.9323357
2020-04-23,Alicante/Alacant,83.33844,1.8861191
2020-04-24,Alicante/Alacant,84.6608,2.4916875
2020-04-25,Alicante/Alacant,85.09686,2.7978058
2020-04-26,Alicante/Alacant,86.02015,3.6149104
2020-04-27,Alicante/Alacant,86.0355,4.0346546
2020-04-28,Alicante/Alacant,86.31293,4.637025
2020-04-29,Alicante/Alacant,86.76362,5.965535
2020-04-30,Alicante/Alacant,86.00866,7.3945813
2020-05-01,Alicante/Alacant,88.371346,5.6800184
2020-05-02,Alicante/Alacant,87.229355,7.230666
2020-05-03,Alicante/Alacant,87.63872,9.587902
2020-05-04,Alicante/Alacant,86.20657,10.216573
2020-05-05,Alicante/Alacant,86.40795,16.246244
2020-05-06,Alicante/Alacant,86.36984,16.657343
2020-05-07,Alicante/Alacant,86.48154,17.11474
2020-05-08,Alicante/Alacant,83.68948,24.890368
2020-05-09,Alicante/Alacant,83.71238,24.867153
2020-05-10,Alicante/Alacant,83.90833,24.735693
2020-05-11,Alicante/Alacant,84.03432,25.002045
2020-05-12,Alicante/Alacant,84.047516,25.485355
2020-05-13,Alicante/Alacant,84.00966,26.466793
2020-05-14,Alicante/Alacant,83.88506,26.755438
2020-05-15,Alicante/Alacant,83.74658,27.532679
2020-05-16,Alicante/Alacant,83.42826,28.327133
2020-05-17,Alicante/Alacant,82.82159,28.918636
2020-05-18,Alicante/Alacant,82.79749,29.817078
2020-05-19,Alicante/Alacant,82.32409,31.840565
2020-05-20,Alicante/Alacant,82.22962,34.536316
2020-05-21,Alicante/Alacant,81.40552,35.105965
2020-05-22,Alicante/Alacant,79.285995,38.21795
2020-05-23,Alicante/Alacant,78.79206,39.086815
2020-05-24,Alicante/Alacant,77.68539,40.81679
2020-05-25,Alicante/Alacant,77.640175,40.77858
2020-05-26,Alicante/Alacant,78.26247,40.975533
2020-05-27,Alicante/Alacant,77.28728,40.86604
2020-05-28,Alicante/Alacant,77.209206,40.93425
2020-05-29,Alicante/Alacant,77.27746,41.025814
2020-05-30,Alicante/Alacant,77.166245,41.104305
2020-05-31,Alicante/Alacant,77.11293,41.1918
2020-06-01,Alicante/Alacant,76.13447,42.02966
2020-06-02,Alicante/Alacant,75.031265,43.560448
2020-06-03,Alicante/Alacant,74.68797,44.050125
2020-06-04,Alicante/Alacant,74.285805,44.420948
2020-06-05,Alicante/Alacant,73.70646,45.236614
2020-06-06,Alicante/Alacant,73.190605,46.14479
2020-06-07,Alicante/Alacant,72.955605,46.51123
2020-06-08,Alicante/Alacant,72.984764,46.44119
2020-06-09,Alicante/Alacant,73.03081,46.671562
2020-06-10,Alicante/Alacant,73.725296,47.397285
2020-06-11,Alicante/Alacant,73.481674,47.96314
2020-06-12,Alicante/Alacant,73.2902,48.186466
2020-06-13,Alicante/Alacant,74.91448,48.252705
2020-06-14,Alicante/Alacant,72.811165,48.474617
2020-06-15,Alicante/Alacant,72.01186,48.7647
2020-06-16,Alicante/Alacant,71.5425,48.799053
2020-06-17,Alicante/Alacant,71.5184,48.8111
2020-06-18,Alicante/Alacant,71.42352,48.818794
2020-06-19,Alicante/Alacant,71.25605,48.810562
2020-06-20,Alicante/Alacant,71.08032,48.791992
2020-06-21,Alicante/Alacant,70.73402,48.74281
2020-06-22,Alicante/Alacant,70.5423,48.66854
2020-06-23,Alicante/Alacant,66.82027,46.674706
2020-06-24,Alicante/Alacant,68.03921,46.865227
2020-06-25,Alicante/Alacant,67.4769,46.687202
2020-06-26,Alicante/Alacant,66.40445,45.7777
2020-06-27,Alicante/Alacant,65.58529,44.8786
2020-06-28,Alicante/Alacant,65.84442,45.222733
2020-06-29,Alicante/Alacant,65.11409,44.569305
2020-06-30,Alicante/Alacant,65.04001,44.524895
2020-07-01,Alicante/Alacant,64.12297,44.05796
2020-07-02,Alicante/Alacant,64.107605,44.39637
2020-07-03,Alicante/Alacant,64.06554,44.283516
2020-07-04,Alicante/Alacant,63.953655,44.195686
2020-07-05,Alicante/Alacant,63.839725,44.15905
2020-07-06,Alicante/Alacant,63.77126,44.10345
2020-07-07,Alicante/Alacant,63.565014,43.42729
2020-07-08,Alicante/Alacant,63.31865,41.91416
2020-07-09,Alicante/Alacant,63.272926,41.888332
2020-07-10,Alicante/Alacant,63.212883,41.766743
2020-07-11,Alicante/Alacant,62.994114,40.85814
2020-07-12,Alicante/Alacant,62.97051,40.773598
2020-07-13,Alicante/Alacant,62.072197,39.638924
2020-07-14,Alicante/Alacant,62.067337,39.629864
2020-07-15,Alicante/Alacant,62.490093,39.315765
2020-07-16,Alicante/Alacant,56.617924,24.38621
2020-07-17,Alicante/Alacant,56.36243,24.1632
2020-07-18,Alicante/Alacant,55.992493,23.940756
2020-07-19,Alicante/Alacant,55.360054,23.700686
2020-07-20,Alicante/Alacant,50.085354,21.31937
2020-07-21,Alicante/Alacant,49.663223,20.912933
2020-07-22,Alicante/Alacant,49.184307,20.524467
2020-07-23,Alicante/Alacant,48.883633,20.34305
2020-07-24,Alicante/Alacant,44.6469,17.290222
2020-07-25,Alicante/Alacant,43.36565,16.525074
2020-07-26,Alicante/Alacant,41.952316,15.9324255
2020-07-27,Alicante/Alacant,41.09079,15.648728
2020-07-28,Alicante/Alacant,39.39816,15.247329
2020-07-29,Alicante/Alacant,37.373318,14.85412
2020-07-30,Alicante/Alacant,35.482006,14.734466
2020-07-31,Alicante/Alacant,35.131283,14.707147
2020-08-01,Alicante/Alacant,14.864776,12.843374
2020-08-02,Alicante/Alacant,14.77803,13.184731
2020-08-03,Alicante/Alacant,13.920416,13.861551
2020-08-04,Alicante/Alacant,7.3206964,16.135908
2020-08-05,Alicante/Alacant,5.6077332,16.737785
2020-08-06,Alicante/Alacant,3.4633648,18.32945
2020-08-07,Alicante/Alacant,-0.636719,19.717768
2020-08-08,Alicante/Alacant,-0.73879784,19.713375
2020-08-09,Alicante/Alacant,-2.9008229,20.249971
2020-08-10,Alicante/Alacant,-18.737045,20.090767
2020-08-11,Alicante/Alacant,-19.975645,20.503016
2020-08-12,Alicante/Alacant,-23.463411,21.632502
2020-08-13,Alicante/Alacant,-29.583885,21.881804
2020-08-14,Alicante/Alacant,-33.737408,21.049753
2020-08-15,Alicante/Alacant,-54.7759,35.958946
2020-08-16,Alicante/Alacant,-55.346684,36.091507
2020-08-17,Alicante/Alacant,-59.264133,37.575756
2020-08-18,Alicante/Alacant,-61.047974,39.04749
2020-08-19,Alicante/Alacant,-62.683987,40.463017
2020-08-20,Alicante/Alacant,-63.597572,41.96453
2020-08-21,Alicante/Alacant,-64.29898,43.704712
2020-08-22,Alicante/Alacant,-64.585915,44.489265
2020-08-23,Alicante/Alacant,-64.82993,45.498184
2020-08-24,Alicante/Alacant,-64.835915,45.49756
2020-08-25,Alicante/Alacant,-65.11186,46.71014
2020-08-26,Alicante/Alacant,-65.60456,48.608192
2020-08-27,Alicante/Alacant,-65.858345,49.398537
2020-08-28,Alicante/Alacant,-66.11021,50.07907
2020-08-29,Alicante/Alacant,-65.985756,49.687805
2020-08-30,Alicante/Alacant,-65.87229,49.36324
2020-08-31,Alicante/Alacant,-65.58836,48.479355
2020-09-01,Alicante/Alacant,-65.94681,49.584076
2020-09-02,Alicante/Alacant,-65.95643,49.619007
2020-09-03,Alicante/Alacant,-65.74089,49.038597
2020-09-04,Alicante/Alacant,-65.58129,48.531918
2020-09-05,Alicante/Alacant,-65.69792,48.93907
2020-09-06,Alicante/Alacant,-65.48983,48.221443
2020-09-07,Alicante/Alacant,-65.38566,47.843243
2020-09-08,Alicante/Alacant,-65.00913,46.264034
2020-09-09,Alicante/Alacant,-64.81416,45.38999
2020-09-10,Alicante/Alacant,-64.97106,46.045334
2020-09-11,Alicante/Alacant,-65.14829,46.817184
2020-09-12,Alicante/Alacant,-65.11803,46.65337
2020-09-13,Alicante/Alacant,-65.45262,48.010704
2020-09-14,Alicante/Alacant,-66.13172,50.129097
2020-09-15,Alicante/Alacant,-66.55165,51.300182
2020-09-16,Alicante/Alacant,-66.64654,51.53272
2020-09-17,Alicante/Alacant,-66.41217,50.963505
2020-09-18,Alicante/Alacant,-66.08395,50.035686
2020-09-19,Alicante/Alacant,-65.797615,49.24654
2020-09-20,Alicante/Alacant,-65.2995,47.42901
2020-09-21,Alicante/Alacant,-64.82325,45.32896
2020-09-22,Alicante/Alacant,-64.54544,44.230175
2020-09-23,Alicante/Alacant,-64.289825,43.58655
2020-09-24,Alicante/Alacant,-64.580986,44.313694
2020-09-25,Alicante/Alacant,-64.156975,43.250668
2020-09-26,Alicante/Alacant,-63.626312,41.883564
2020-09-27,Alicante/Alacant,-63.70429,42.015694
2020-09-28,Alicante/Alacant,-63.322823,41.136536
2020-09-29,Alicante/Alacant,-61.73735,39.502098
2020-09-30,Alicante/Alacant,-61.531555,39.316376
2020-10-01,Alicante/Alacant,-59.73964,37.96778
2020-10-02,Alicante/Alacant,-59.32513,37.44525
2020-10-03,Alicante/Alacant,-59.170837,37.37866
2020-10-04,Alicante/Alacant,-59.162006,37.380104
2020-10-05,Alicante/Alacant,-59.507736,37.583813
2020-10-06,Alicante/Alacant,-60.83321,38.669693
2020-10-07,Alicante/Alacant,-61.34515,39.17437
2020-10-08,Alicante/Alacant,-62.03791,39.83932
2020-10-09,Alicante/Alacant,-63.891804,42.214024
2020-10-10,Alicante/Alacant,-64.50806,43.898838
2020-10-11,Alicante/Alacant,-64.888695,45.02629
2020-10-12,Alicante/Alacant,-65.370346,46.776287
2020-10-13,Alicante/Alacant,-65.70745,48.137093
2020-10-14,Alicante/Alacant,-66.34414,50.126842
2020-10-15,Alicante/Alacant,-66.84636,51.576008
2020-10-16,Alicante/Alacant,-66.81558,51.672825
2020-10-17,Alicante/Alacant,-67.2965,52.90182
2020-10-18,Alicante/Alacant,-67.39315,53.123
2020-10-19,Alicante/Alacant,-67.5387,53.61137
2020-10-20,Alicante/Alacant,-69.310265,56.813217
2020-10-21,Alicante/Alacant,-70.000336,58.065117
2020-10-22,Alicante/Alacant,-69.89073,59.192684
2020-10-23,Alicante/Alacant,-67.83226,63.495396
2020-10-24,Alicante/Alacant,-67.75125,63.813538
2020-10-25,Alicante/Alacant,-67.712746,64.015755
2020-10-26,Alicante/Alacant,-67.73231,63.91856
2020-10-27,Alicante/Alacant,-67.71801,63.999935
2020-10-28,Alicante/Alacant,-67.70731,64.0631
2020-10-29,Alicante/Alacant,-67.66074,64.314026
2020-10-30,Alicante/Alacant,-67.76307,63.76838
2020-10-31,Alicante/Alacant,-69.779724,59.592365
2020-11-01,Alicante/Alacant,-70.01407,58.251408
2020-11-02,Alicante/Alacant,-70.03279,57.853962
2020-11-03,Alicante/Alacant,-70.02311,57.727802
2020-11-04,Alicante/Alacant,-69.31115,56.814972
2020-11-05,Alicante/Alacant,-67.659546,53.79574
2020-11-06,Alicante/Alacant,-67.476974,53.379395
2020-11-07,Alicante/Alacant,-67.32133,53.01081
2020-11-08,Alicante/Alacant,-66.857414,51.823166
2020-11-09,Alicante/Alacant,-66.688385,51.410374
2020-11-10,Alicante/Alacant,-66.01754,49.428547
2020-11-11,Alicante/Alacant,-65.74864,48.64952
2020-11-12,Alicante/Alacant,-65.244354,46.737877
2020-11-13,Alicante/Alacant,-64.61403,44.13648
2020-11-14,Alicante/Alacant,-63.825253,41.967697
2020-11-15,Alicante/Alacant,-63.23569,40.61036
2020-11-16,Alicante/Alacant,-61.28673,38.86447
2020-11-17,Alicante/Alacant,-59.763115,37.850735
2020-11-18,Alicante/Alacant,-55.399067,35.842056
2020-11-19,Alicante/Alacant,-34.33511,21.533932
2020-11-20,Alicante/Alacant,-32.222126,21.896908
2020-11-21,Alicante/Alacant,-29.440989,22.254118
2020-11-22,Alicante/Alacant,-27.02281,22.629898
2020-11-23,Alicante/Alacant,-23.131973,22.047592
2020-11-24,Alicante/Alacant,-19.72129,21.07668
2020-11-25,Alicante/Alacant,-17.96226,20.394981
2020-11-26,Alicante/Alacant,-17.337543,20.260088
2020-11-27,Alicante/Alacant,-2.2981398,20.765018
2020-11-28,Alicante/Alacant,0.41131985,20.293736
